damage_count,affected_kk,total_population,disaster_type,severity_level,emergency_duration_days,vulnerability_index,qty_beras_kg,qty_minyak_liter,qty_gula_kg,qty_indomie_pcs,qty_biskuit_pack,qty_sarden_pcs,qty_kornet_pcs,qty_susu_cair_pcs,qty_susu_bubuk_box,qty_matras_pcs,qty_kasur_lipat_pcs,qty_karpet_pcs,qty_kompor_set,qty_kipas_pcs
439,472,12108,Banjir,4,3,0.86,714.8,145.4,142.1,740,560,139,133,138,139,510,510,510,408,255
194,235,4106,Gempa Bumi,3,10,0.36,1082.3,241.0,231.8,1227,982,225,250,235,234,235,235,235,188,47
270,335,1702,Gempa Bumi,4,3,0.25,462.3,98.0,94.5,495,417,101,99,95,94,362,362,362,289,72
366,379,8636,Tsunami,4,7,0.27,1328.8,251.8,265.1,1374,1011,251,268,279,259,409,409,409,327,82
260,299,14435,Tsunami,4,5,0.67,770.9,140.9,149.5,721,612,149,153,150,144,323,323,323,258,65
401,482,4838,Banjir,1,5,0.51,1189.0,233.8,229.2,1172,945,245,242,258,253,405,405,405,324,202
239,288,2945,Banjir,4,5,0.48,709.3,143.2,139.8,754,559,135,148,149,149,311,311,311,249,156
112,124,8061,Banjir,3,7,0.82,420.0,86.9,84.8,417,343,86,84,88,87,124,124,124,99,62
69,73,1240,Banjir,5,5,0.3,166.0,32.0,38.3,198,153,36,35,36,38,85,85,85,68,42
408,447,12167,Gempa Bumi,5,7,0.46,1496.5,344.3,317.4,1588,1235,295,324,332,295,519,519,519,415,104
49,58,4564,Gempa Bumi,4,5,0.61,159.3,31.1,28.3,145,123,29,30,30,28,63,63,63,50,13
311,388,9656,Tanah Longsor,5,5,0.91,895.6,190.3,198.8,913,810,207,206,187,199,450,450,450,360,90
455,518,3228,Tanah Longsor,5,7,0.84,1777.2,343.6,346.1,1872,1429,353,360,353,377,601,601,601,481,120
151,158,2422,Angin Kencang,5,3,0.94,239.8,47.1,47.3,237,183,44,45,48,45,183,183,183,147,92
239,242,6861,Banjir,5,7,0.71,794.7,172.0,172.3,775,589,169,170,182,171,281,281,281,225,140
337,417,6353,Banjir,4,5,0.54,1043.9,193.9,220.2,1097,825,218,204,218,201,450,450,450,360,225
396,444,8961,Banjir,5,5,0.85,1125.8,221.6,218.1,1087,880,209,221,221,232,515,515,515,412,258
395,466,2799,Gempa Bumi,5,5,0.49,1125.9,220.1,244.3,1139,939,233,212,237,235,541,541,541,432,108
115,134,13013,Tsunami,1,3,0.3,191.2,40.8,41.3,188,163,38,39,40,40,113,113,113,90,23
75,92,13150,Angin Kencang,4,3,0.65,149.5,27.3,28.7,132,113,30,29,27,28,99,99,99,79,50
98,105,12302,Gempa Bumi,5,5,0.68,250.4,49.3,49.6,267,198,50,52,49,55,122,122,122,97,24
383,425,12191,Angin Kencang,4,5,0.69,998.2,226.9,213.8,1098,824,229,218,201,224,459,459,459,367,230
111,136,9046,Tsunami,5,5,0.74,340.2,69.4,65.2,327,276,68,71,70,65,158,158,158,126,32
357,409,12446,Gempa Bumi,3,7,0.48,1402.4,293.9,274.9,1471,1185,275,289,304,283,409,409,409,327,82
370,377,12784,Angin Kencang,2,5,0.49,906.2,189.7,194.6,917,742,197,193,198,192,347,347,347,277,173
285,299,8283,Gempa Bumi,2,3,0.9,443.9,87.9,92.9,445,351,83,84,93,97,275,275,275,220,55
256,271,9031,Gempa Bumi,3,5,0.52,660.4,135.5,128.4,692,474,141,133,144,136,271,271,271,217,54
318,397,14331,Tanah Longsor,4,7,0.35,1388.7,285.5,281.9,1335,1152,273,276,298,276,429,429,429,343,86
309,326,8145,Tanah Longsor,5,7,0.78,1120.4,217.1,228.3,1096,926,241,240,215,226,378,378,378,303,76
117,142,1600,Tanah Longsor,1,7,0.28,513.0,100.1,99.1,451,427,97,97,95,97,119,119,119,95,24
176,179,1033,Tanah Longsor,5,3,0.62,273.4,52.3,51.7,281,226,52,56,56,54,208,208,208,166,42
228,238,6584,Banjir,5,3,0.66,319.5,66.9,69.8,381,283,69,78,69,67,276,276,276,221,138
347,423,8954,Tsunami,3,7,0.72,1389.0,278.7,317.3,1554,1098,279,309,268,288,423,423,423,338,85
106,130,10290,Gempa Bumi,4,3,0.32,189.4,40.1,40.0,197,149,37,37,39,41,140,140,140,112,28
342,357,12597,Banjir,5,5,0.71,869.7,194.1,170.6,863,697,181,168,182,178,414,414,414,331,207
384,406,2017,Banjir,4,7,0.25,1441.0,301.6,278.5,1403,1126,289,305,285,270,438,438,438,351,219
450,510,5315,Gempa Bumi,4,5,0.21,1311.2,282.2,253.6,1241,895,238,241,258,259,551,551,551,441,110
239,242,2628,Gempa Bumi,2,5,0.87,633.6,121.5,123.9,661,508,131,114,119,121,223,223,223,178,45
100,124,1446,Tanah Longsor,4,3,0.92,206.3,36.3,37.0,176,144,38,39,37,36,134,134,134,107,27
176,192,13373,Banjir,2,3,0.3,290.1,58.2,56.3,293,226,60,55,56,59,177,177,177,141,88
350,393,13005,Angin Kencang,2,10,0.88,1967.0,405.6,401.2,1954,1454,405,389,370,412,362,362,362,289,181
443,455,2116,Angin Kencang,2,5,0.74,1109.3,228.7,217.1,1093,859,221,239,227,226,419,419,419,335,209
455,459,13716,Angin Kencang,3,7,0.69,1562.0,315.5,319.6,1540,1386,306,343,328,308,459,459,459,367,230
441,493,3043,Tsunami,2,5,0.45,1280.2,272.7,253.7,1221,1015,235,238,250,255,454,454,454,363,91
249,257,3415,Angin Kencang,2,3,0.5,377.7,76.1,80.4,399,293,75,77,71,72,236,236,236,189,118
76,88,13016,Gempa Bumi,3,1,0.39,44.5,8.5,8.7,50,36,9,9,8,8,88,88,88,70,18
3,4,9589,Angin Kencang,4,1,0.64,2.0,0.4,0.4,2,2,0,0,0,0,4,4,4,3,2
81,82,7222,Tanah Longsor,2,3,0.42,118.4,24.9,23.0,119,103,21,26,24,26,75,75,75,60,15
361,416,6822,Banjir,5,3,0.37,611.9,120.1,128.2,660,520,126,132,130,125,483,483,483,386,241
288,347,2257,Banjir,1,1,0.67,167.7,35.6,34.0,167,134,36,37,35,36,291,291,291,233,146
8,9,11010,Gempa Bumi,5,10,0.87,45.2,8.0,9.0,40,40,9,9,9,10,10,10,10,8,2
87,108,2158,Banjir,2,3,0.69,166.8,32.0,32.9,171,118,34,34,34,33,99,99,99,79,50
486,500,9649,Tanah Longsor,2,3,0.23,749.8,145.2,153.6,748,572,139,146,144,153,460,460,460,368,92
286,309,14669,Tanah Longsor,4,5,0.82,808.3,154.3,155.9,802,656,156,155,153,150,334,334,334,267,67
399,422,5685,Tsunami,2,10,0.58,2105.1,407.1,425.3,2119,1747,450,419,451,438,388,388,388,311,78
74,92,1912,Banjir,2,1,0.37,43.9,8.9,9.2,49,38,10,9,10,9,85,85,85,68,42
439,471,6342,Banjir,2,7,0.95,1718.5,303.3,328.0,1711,1296,326,330,314,337,433,433,433,347,217
123,135,9264,Banjir,3,5,0.97,329.3,74.5,67.2,351,261,70,63,71,70,135,135,135,108,68
377,457,2249,Angin Kencang,1,3,0.68,664.2,133.3,138.5,699,536,136,125,142,122,384,384,384,307,192
294,362,4183,Tanah Longsor,1,3,0.78,527.5,103.7,108.2,525,422,100,117,111,109,304,304,304,243,61
143,177,3424,Angin Kencang,4,3,0.67,256.6,52.0,53.9,272,209,52,51,53,52,191,191,191,153,96
158,180,8814,Gempa Bumi,5,3,0.58,280.3,56.2,54.3,279,220,54,55,56,55,209,209,209,167,42
430,501,10987,Tsunami,4,10,0.24,2519.0,506.9,492.8,2413,1994,512,520,460,477,541,541,541,433,108
448,487,14130,Angin Kencang,1,7,0.84,1617.5,318.2,338.9,1704,1359,345,321,314,316,409,409,409,327,205
410,472,9577,Banjir,4,14,0.44,3506.3,657.3,657.0,3168,2878,638,658,647,698,510,510,510,408,255
371,399,2575,Banjir,2,5,0.56,939.6,205.5,197.7,1018,801,191,206,204,202,367,367,367,294,184
109,129,12501,Banjir,2,7,0.37,455.0,89.3,91.1,465,366,94,87,92,92,119,119,119,95,59
334,360,12416,Tanah Longsor,3,10,0.72,1796.1,346.8,374.5,1824,1311,340,368,327,378,360,360,360,288,72
195,238,2296,Tanah Longsor,1,10,0.99,1261.6,244.0,234.1,1163,919,241,245,235,247,200,200,200,160,40
36,37,11806,Banjir,5,7,0.29,128.5,25.5,26.4,122,93,24,26,26,26,43,43,43,34,21
90,103,3859,Tanah Longsor,2,7,0.46,336.0,74.3,74.3,328,318,67,72,67,73,95,95,95,76,19
462,522,2168,Banjir,5,5,0.73,1289.3,263.6,271.3,1281,1029,279,272,260,246,606,606,606,484,303
415,442,10783,Banjir,4,10,0.57,2246.6,399.7,437.7,2195,1762,474,438,465,450,477,477,477,382,239
462,465,14996,Banjir,2,10,0.66,2434.6,472.4,437.5,2285,1787,454,485,493,468,428,428,428,342,214
296,307,7016,Tsunami,1,3,0.97,440.0,89.4,89.5,501,388,94,90,90,92,258,258,258,206,52
330,410,11113,Gempa Bumi,3,3,0.3,576.7,134.1,116.9,579,509,139,120,115,125,410,410,410,328,82
201,248,9153,Gempa Bumi,1,5,0.39,606.1,133.4,123.5,627,484,126,125,130,112,208,208,208,167,42
46,47,3047,Gempa Bumi,5,7,0.36,167.3,33.6,32.2,183,128,29,33,33,33,55,55,55,44,11
488,534,11697,Gempa Bumi,4,3,0.94,763.2,158.6,156.6,779,657,150,163,163,164,577,577,577,461,115
107,119,1662,Banjir,5,5,0.75,294.6,65.8,58.9,275,261,56,58,59,56,138,138,138,110,69
170,190,1508,Banjir,4,7,0.99,657.9,135.1,139.0,592,486,131,136,139,140,205,205,205,164,103
146,157,4194,Angin Kencang,4,5,0.25,405.2,78.9,82.8,375,318,73,74,81,76,170,170,170,136,85
356,437,4933,Banjir,5,5,0.67,1166.3,222.7,217.0,1109,857,223,207,217,223,507,507,507,406,253
420,515,13240,Banjir,1,5,0.77,1252.1,254.7,263.5,1190,1034,272,251,262,261,433,433,433,346,216
460,462,4125,Gempa Bumi,2,1,0.8,248.9,50.5,46.5,241,172,48,45,44,48,425,425,425,340,85
178,207,7054,Banjir,1,3,0.33,310.9,57.5,61.0,334,250,59,67,63,60,174,174,174,139,87
61,62,11790,Banjir,5,7,0.39,208.3,45.2,42.2,226,174,46,45,41,43,72,72,72,58,36
424,487,6820,Gempa Bumi,3,14,0.67,3199.0,723.8,671.9,3636,2757,662,724,728,706,487,487,487,390,97
3,4,1071,Banjir,4,7,0.75,14.2,2.8,2.8,14,11,3,3,3,3,4,4,4,3,2
82,95,6485,Tanah Longsor,3,7,0.22,352.3,67.9,66.1,294,280,70,65,67,64,95,95,95,76,19
263,294,11453,Banjir,3,5,0.86,757.4,150.4,147.5,679,569,151,143,145,135,294,294,294,235,147
287,356,4803,Tsunami,3,10,0.68,1716.2,314.0,336.2,1670,1488,371,352,359,366,356,356,356,285,71
321,381,8265,Banjir,5,3,0.51,595.2,110.0,115.6,634,478,112,101,122,118,442,442,442,354,221
95,101,729,Banjir,1,5,0.62,248.6,51.3,51.1,272,212,46,51,46,51,85,85,85,68,42
64,70,11288,Tsunami,4,3,0.53,102.6,20.7,20.1,106,86,21,22,22,23,76,76,76,60,15
246,293,9576,Banjir,4,3,0.43,428.7,95.3,87.0,472,348,82,92,88,92,316,316,316,253,158
77,77,12509,Tanah Longsor,5,3,0.39,121.2,24.1,22.8,115,89,26,25,23,23,89,89,89,71,18
477,485,13781,Tanah Longsor,1,1,0.55,248.0,48.6,48.0,198,202,52,49,49,51,407,407,407,326,81
259,315,11389,Angin Kencang,4,3,0.79,486.0,91.7,94.0,441,374,98,100,97,97,340,340,340,272,170
93,94,11592,Tsunami,5,10,0.46,473.7,95.1,96.7,454,410,92,96,82,88,109,109,109,87,22
291,340,7311,Gempa Bumi,5,5,0.55,843.3,153.0,166.7,900,648,179,163,170,174,394,394,394,316,79
271,293,2288,Gempa Bumi,1,5,0.71,707.7,153.7,144.9,757,582,140,160,150,151,246,246,246,197,49
21,25,6338,Banjir,2,7,0.52,94.4,16.7,18.2,85,64,17,15,16,19,23,23,23,18,12
62,75,3812,Gempa Bumi,1,5,0.47,188.7,40.2,36.6,177,153,40,35,37,39,63,63,63,50,13
339,420,13336,Angin Kencang,3,5,0.83,1049.8,208.6,208.7,987,908,226,209,210,214,420,420,420,336,210
412,422,12322,Banjir,2,7,0.57,1395.0,314.0,306.3,1560,1170,303,304,299,292,388,388,388,311,194
260,287,1457,Gempa Bumi,4,3,0.31,427.9,86.2,88.7,421,367,92,87,86,89,310,310,310,248,62
237,271,1386,Angin Kencang,4,3,0.2,366.3,71.1,81.4,374,292,83,83,81,81,293,293,293,234,146
141,173,6477,Banjir,5,3,0.92,251.1,52.3,51.3,261,218,48,54,53,52,201,201,201,161,100
463,494,4730,Tanah Longsor,1,3,0.98,741.7,143.0,153.7,720,584,141,149,137,145,415,415,415,332,83
435,443,6579,Tsunami,3,3,0.67,708.2,128.2,131.2,727,549,135,136,139,131,443,443,443,354,89
432,454,11429,Tanah Longsor,5,3,0.63,711.3,130.1,140.7,797,538,127,137,135,137,527,527,527,421,105
167,188,11230,Banjir,5,3,0.74,305.0,58.5,58.0,258,225,57,52,56,53,218,218,218,174,109
480,562,3734,Angin Kencang,4,3,0.77,862.7,154.3,167.3,876,708,162,175,173,162,607,607,607,486,303
67,79,10499,Tsunami,2,3,0.63,117.2,24.9,23.9,118,95,24,25,25,23,73,73,73,58,15
350,357,10736,Banjir,3,5,0.39,882.9,186.7,185.8,850,652,183,178,179,170,357,357,357,286,178
58,69,3285,Banjir,2,10,0.43,337.0,71.0,66.9,322,291,68,72,66,64,63,63,63,51,32
212,247,3042,Tanah Longsor,1,3,0.21,371.9,77.2,68.6,389,291,79,78,69,77,207,207,207,166,41
130,143,9610,Tsunami,2,14,0.85,988.8,196.4,198.6,960,811,201,201,196,184,132,132,132,105,26
498,569,14675,Gempa Bumi,4,1,0.92,281.7,59.9,55.9,257,238,58,56,56,59,615,615,615,492,123
25,30,5426,Angin Kencang,3,1,0.29,15.3,3.3,3.1,13,11,3,3,3,3,30,30,30,24,15
11,12,13450,Banjir,2,3,0.8,18.1,3.6,3.6,18,16,4,3,4,4,11,11,11,9,6
257,317,5999,Gempa Bumi,3,7,0.88,1003.3,228.8,228.9,1043,862,229,214,226,227,317,317,317,254,63
304,314,7896,Tsunami,2,14,0.7,2255.9,452.7,434.7,1953,1577,474,426,416,444,289,289,289,231,58
369,452,2221,Tanah Longsor,5,5,0.28,1106.0,233.7,220.6,1078,894,223,218,221,229,524,524,524,419,105
432,512,3793,Banjir,5,1,0.78,240.9,51.3,47.9,232,214,50,55,51,50,594,594,594,475,297
394,459,8774,Banjir,2,1,0.2,229.6,46.9,45.9,222,172,48,45,45,50,422,422,422,338,211
81,83,1666,Tanah Longsor,4,7,0.93,284.6,62.1,59.3,295,212,58,57,58,57,90,90,90,72,18
286,352,10323,Tsunami,4,3,0.45,529.8,101.5,108.0,509,418,104,109,109,112,380,380,380,304,76
419,450,10200,Angin Kencang,4,5,0.77,1160.2,221.2,225.9,1061,999,234,223,209,213,486,486,486,389,243
370,439,14685,Banjir,3,10,0.97,2296.9,445.8,440.3,2175,1663,461,433,439,441,439,439,439,351,220
19,23,7125,Tsunami,5,3,0.99,36.4,7.3,7.2,33,27,7,7,7,7,27,27,27,21,5
110,117,824,Banjir,2,1,0.91,53.2,11.0,11.5,55,48,12,11,11,12,108,108,108,86,54
437,537,9679,Banjir,3,1,0.32,250.9,55.2,55.4,253,208,52,54,57,51,537,537,537,430,268
34,39,2618,Gempa Bumi,1,10,0.81,186.6,37.5,39.5,200,151,38,39,36,39,33,33,33,26,7
288,335,1522,Banjir,2,5,0.53,847.1,157.3,168.9,822,657,161,167,175,169,308,308,308,247,154
332,408,3661,Gempa Bumi,1,3,0.21,610.5,122.9,127.1,619,501,124,120,118,126,343,343,343,274,69
491,556,2333,Angin Kencang,4,10,0.44,2925.1,550.0,563.6,2577,2295,601,532,542,573,600,600,600,480,300
255,283,12226,Gempa Bumi,2,5,0.62,685.7,137.9,137.4,687,586,137,157,134,145,260,260,260,208,52
126,146,8743,Angin Kencang,1,3,0.57,213.0,44.1,43.0,235,175,45,43,44,44,123,123,123,98,61
209,238,12471,Tanah Longsor,4,3,0.87,347.1,72.8,70.8,354,325,66,70,73,75,257,257,257,206,51
134,136,3826,Angin Kencang,3,10,0.48,672.8,136.3,132.7,642,533,139,123,131,129,136,136,136,109,68
499,522,2387,Gempa Bumi,5,7,0.42,1853.1,349.1,358.6,1910,1519,355,367,371,350,606,606,606,484,121
397,398,13904,Angin Kencang,2,3,0.93,627.3,122.7,118.7,602,484,130,113,125,125,366,366,366,293,183
487,500,2325,Gempa Bumi,4,10,0.56,2570.1,523.1,489.1,2431,1963,501,514,516,463,540,540,540,432,108
86,102,8945,Gempa Bumi,5,5,0.91,264.1,54.0,52.9,269,197,47,47,50,52,118,118,118,95,24
75,75,10228,Gempa Bumi,3,1,0.33,37.2,7.9,7.5,39,32,8,8,8,7,75,75,75,60,15
448,482,2417,Gempa Bumi,1,5,0.42,1159.8,253.2,226.1,1167,936,229,248,243,236,405,405,405,324,81
135,150,12553,Tsunami,4,5,0.96,379.9,66.3,74.5,369,310,73,74,76,75,162,162,162,130,32
301,372,1705,Banjir,5,3,0.3,554.2,108.5,111.1,562,454,109,107,113,106,432,432,432,345,216
173,187,4249,Gempa Bumi,5,3,0.75,318.3,53.4,57.6,294,222,53,58,55,58,217,217,217,174,43
213,255,5508,Tanah Longsor,5,14,0.57,1706.7,389.3,359.5,1573,1564,347,362,357,344,296,296,296,237,59
321,354,11629,Banjir,3,5,0.46,934.8,175.6,172.0,917,674,201,189,186,174,354,354,354,283,177
350,359,3593,Gempa Bumi,1,7,0.9,1204.3,251.5,242.7,1376,1026,235,252,242,254,302,302,302,241,60
19,19,13462,Angin Kencang,4,7,0.91,63.8,13.8,13.2,69,58,13,13,13,13,21,21,21,16,10
499,553,4554,Banjir,2,1,0.39,292.8,55.6,54.9,258,205,55,54,56,53,509,509,509,407,254
119,121,2896,Tanah Longsor,5,7,0.85,418.8,83.7,85.3,421,324,91,78,83,85,140,140,140,112,28
303,346,1467,Banjir,3,10,0.94,1605.8,372.2,337.0,1711,1297,359,355,360,351,346,346,346,277,173
302,339,7838,Tanah Longsor,2,7,0.82,1255.7,218.9,237.5,1229,908,224,225,226,248,312,312,312,250,62
285,335,1478,Tanah Longsor,4,3,0.77,531.9,88.9,102.1,495,408,107,102,101,98,362,362,362,289,72
227,238,2868,Banjir,4,3,0.99,355.6,69.2,69.9,359,271,72,73,72,72,257,257,257,206,129
212,243,3153,Gempa Bumi,2,3,0.34,339.4,74.6,73.8,389,278,72,74,73,73,224,224,224,179,45
356,372,8748,Banjir,3,7,0.49,1336.2,260.6,261.0,1233,1062,269,257,257,242,372,372,372,298,186
189,223,3615,Banjir,3,5,0.45,560.8,116.9,114.3,529,466,110,121,118,111,223,223,223,178,112
487,524,13378,Tanah Longsor,5,10,0.41,2581.5,502.6,536.7,2267,2311,494,522,506,507,608,608,608,486,122
321,370,6375,Gempa Bumi,3,7,0.59,1297.2,267.5,247.9,1237,1089,254,260,263,268,370,370,370,296,74
151,184,9483,Banjir,4,10,0.22,925.0,184.5,188.9,853,769,178,163,184,188,199,199,199,159,99
223,250,1326,Gempa Bumi,4,5,0.24,632.4,125.5,130.0,631,495,130,135,127,124,270,270,270,216,54
128,134,6990,Gempa Bumi,4,1,0.21,60.9,13.5,13.3,68,52,14,13,14,14,145,145,145,116,29
248,303,10404,Angin Kencang,3,7,0.76,1051.1,211.4,211.6,1018,813,238,217,195,222,303,303,303,242,152
51,56,3444,Tsunami,3,7,0.48,195.8,40.5,38.8,179,158,42,43,38,39,56,56,56,45,11
191,226,8181,Banjir,4,14,0.84,1463.9,316.0,308.9,1509,1297,343,302,292,308,244,244,244,195,122
483,522,2183,Gempa Bumi,3,5,0.61,1358.9,252.1,262.3,1352,1050,241,251,261,252,522,522,522,418,104
500,537,2660,Tsunami,5,5,0.32,1365.9,262.0,263.1,1299,1033,276,279,261,273,623,623,623,498,125
495,574,2723,Banjir,2,5,0.99,1439.7,299.8,272.7,1475,1158,273,272,284,293,528,528,528,422,264
237,246,14224,Banjir,2,14,0.79,1742.2,334.8,350.7,1678,1477,342,333,332,344,226,226,226,181,113
22,27,12222,Gempa Bumi,5,1,0.48,14.2,2.6,2.7,13,11,3,3,3,3,31,31,31,25,6
110,121,5169,Banjir,5,3,0.66,183.5,40.6,35.3,167,154,37,38,37,35,140,140,140,112,70
327,329,14709,Gempa Bumi,1,14,0.65,2268.7,445.4,437.0,2458,1714,432,479,463,436,276,276,276,221,55
33,36,10313,Banjir,1,5,0.56,90.9,18.2,18.4,86,74,19,19,17,18,30,30,30,24,15
127,152,14000,Gempa Bumi,2,3,0.7,223.4,43.0,45.2,235,187,42,44,43,44,140,140,140,112,28
365,443,4387,Banjir,1,3,0.5,667.8,134.6,131.2,660,589,121,130,136,127,372,372,372,298,186
356,407,14747,Angin Kencang,5,7,0.76,1462.9,299.1,271.8,1400,1063,285,276,290,283,472,472,472,378,236
44,47,11633,Banjir,1,5,0.62,115.3,23.1,24.2,126,94,23,24,22,24,39,39,39,32,20
7,8,8203,Banjir,2,5,0.53,18.8,4.1,3.8,20,16,4,4,4,4,7,7,7,6,4
128,155,823,Banjir,1,3,0.54,233.7,44.4,48.5,212,183,46,46,48,44,130,130,130,104,65
91,98,3265,Angin Kencang,5,5,0.58,251.0,47.5,46.9,257,174,51,48,48,52,114,114,114,91,57
130,143,8421,Angin Kencang,1,10,0.76,722.2,142.7,139.6,645,609,143,138,152,143,120,120,120,96,60
17,19,12774,Tsunami,5,1,0.41,9.9,2.0,1.9,10,7,2,2,2,2,22,22,22,18,4
321,392,1989,Banjir,5,5,0.34,1040.4,194.1,204.6,951,800,172,187,207,193,455,455,455,364,227
186,213,2781,Angin Kencang,1,3,0.32,314.3,56.8,62.9,286,255,58,66,61,67,179,179,179,143,89
110,116,5392,Banjir,4,3,0.81,173.2,33.0,34.3,180,133,33,38,35,37,125,125,125,100,63
286,292,4304,Angin Kencang,1,5,0.62,690.5,143.2,139.7,736,527,149,150,151,146,245,245,245,196,123
470,481,14694,Tanah Longsor,2,3,0.97,703.8,135.0,141.7,698,517,139,135,140,146,443,443,443,354,89
348,431,2391,Gempa Bumi,4,1,0.42,225.6,41.3,44.1,218,167,43,45,41,42,465,465,465,372,93
481,580,5213,Gempa Bumi,5,5,0.25,1441.4,293.7,298.6,1652,1168,286,312,279,281,673,673,673,538,135
410,489,2100,Tanah Longsor,4,1,0.3,254.8,49.9,49.6,251,195,51,46,47,47,528,528,528,422,106
163,183,4413,Gempa Bumi,2,3,0.94,264.3,57.1,52.6,271,217,50,53,53,55,168,168,168,135,34
447,522,10107,Gempa Bumi,5,10,0.32,2671.3,476.8,543.0,2906,2061,452,549,507,484,606,606,606,484,121
75,77,11430,Gempa Bumi,4,7,0.91,271.5,53.5,56.6,244,196,54,55,51,55,83,83,83,67,17
199,230,6484,Tanah Longsor,5,3,0.29,353.9,64.3,72.0,328,300,62,67,72,72,267,267,267,213,53
412,496,11171,Gempa Bumi,2,5,0.4,1254.3,249.2,255.0,1337,937,241,235,243,247,456,456,456,365,91
409,415,8260,Banjir,1,3,0.78,580.4,128.7,120.0,621,452,140,116,127,128,349,349,349,279,174
445,478,2401,Tanah Longsor,2,3,0.37,736.7,141.4,142.7,687,573,146,147,155,149,440,440,440,352,88
361,371,10618,Gempa Bumi,2,14,0.44,2665.8,489.5,546.4,2748,1999,477,532,539,482,341,341,341,273,68
287,306,14446,Gempa Bumi,3,3,0.51,449.2,98.0,90.8,448,372,84,84,90,94,306,306,306,245,61
182,217,5447,Gempa Bumi,3,10,0.3,1079.3,201.9,223.0,978,881,230,231,204,227,217,217,217,174,43
451,488,5230,Banjir,5,3,0.82,741.7,136.3,142.7,735,626,144,136,158,141,566,566,566,453,283
97,114,14606,Banjir,5,5,0.59,293.7,53.5,58.8,245,219,61,55,55,57,132,132,132,106,66
51,61,6849,Angin Kencang,1,3,0.8,97.7,18.9,17.3,96,68,19,17,18,18,51,51,51,41,26
314,378,2976,Angin Kencang,2,10,0.63,1830.6,364.7,372.0,1903,1434,374,376,367,366,348,348,348,278,174
34,41,5313,Banjir,1,3,0.63,61.9,12.5,12.6,65,52,11,12,13,12,34,34,34,28,17
443,509,2296,Tanah Longsor,3,1,0.76,252.7,56.7,52.4,249,200,53,50,53,54,509,509,509,407,102
21,22,10504,Tanah Longsor,1,7,0.78,72.4,15.0,15.2,80,66,14,16,15,16,18,18,18,15,4
184,191,3321,Tanah Longsor,5,7,0.93,664.8,136.8,130.9,661,469,122,133,129,138,222,222,222,177,44
293,330,12917,Banjir,2,3,0.58,467.9,107.1,101.8,519,415,96,96,100,95,304,304,304,243,152
64,66,591,Angin Kencang,2,5,0.76,171.4,33.4,32.1,169,132,34,33,35,31,61,61,61,49,30
497,610,11270,Gempa Bumi,2,3,0.29,905.7,198.2,176.6,884,680,181,176,183,178,561,561,561,449,112
403,448,13842,Angin Kencang,5,5,0.75,1106.1,217.8,227.1,1154,885,216,224,227,222,520,520,520,416,260
124,151,3113,Banjir,2,3,0.51,222.1,42.2,45.0,213,162,51,46,46,46,139,139,139,111,69
101,119,8857,Gempa Bumi,4,7,0.54,429.9,84.2,83.9,424,355,85,76,89,80,129,129,129,103,26
119,145,8422,Angin Kencang,3,3,1.0,226.1,38.3,43.0,209,168,45,44,42,42,145,145,145,116,72
341,416,2307,Tanah Longsor,3,3,0.84,605.4,120.9,123.4,590,494,119,138,128,122,416,416,416,333,83
78,79,983,Banjir,3,7,0.85,283.1,56.9,55.3,265,212,62,59,53,59,79,79,79,63,40
458,541,6138,Banjir,3,3,0.83,807.7,162.8,160.2,804,635,168,154,172,155,541,541,541,433,270
181,191,4149,Banjir,4,5,0.62,502.5,96.1,96.7,477,354,91,102,93,99,206,206,206,165,103
199,248,14501,Angin Kencang,5,7,0.23,849.0,182.8,182.2,854,738,182,175,175,181,288,288,288,230,144
477,570,4094,Tanah Longsor,3,5,0.7,1440.0,283.3,293.9,1450,1234,298,275,305,258,570,570,570,456,114
447,447,5316,Tanah Longsor,5,10,0.76,2250.7,465.4,435.2,2277,1775,470,444,473,448,519,519,519,415,104
360,443,12780,Banjir,3,7,0.86,1554.5,322.6,319.9,1478,1290,304,332,307,308,443,443,443,354,222
190,204,3296,Gempa Bumi,3,5,0.83,514.5,104.2,104.9,493,415,103,91,98,108,204,204,204,163,41
328,362,8419,Tanah Longsor,2,10,0.28,1838.0,368.6,361.7,1636,1536,380,400,364,349,333,333,333,266,67
103,119,2143,Gempa Bumi,4,10,0.56,572.8,121.6,115.9,552,482,114,106,129,119,129,129,129,103,26
333,409,3881,Banjir,1,7,0.9,1377.6,262.8,291.8,1453,1124,302,290,300,278,344,344,344,275,172
366,451,2524,Banjir,2,7,0.29,1540.7,321.6,317.2,1733,1327,316,311,307,308,415,415,415,332,207
275,314,13511,Gempa Bumi,3,5,0.61,752.1,151.4,162.3,819,685,171,149,158,179,314,314,314,251,63
459,495,7354,Banjir,3,3,0.91,741.2,158.0,152.9,775,584,142,145,141,152,495,495,495,396,248
130,139,14418,Tsunami,3,3,0.85,213.9,40.2,41.4,215,164,41,46,45,43,139,139,139,111,28
241,263,5372,Tanah Longsor,3,1,0.45,129.0,25.7,25.4,130,109,28,27,26,25,263,263,263,210,53
134,140,5824,Gempa Bumi,3,7,0.95,484.4,102.9,95.6,473,401,97,93,100,96,140,140,140,112,28
157,183,14370,Gempa Bumi,4,5,0.21,446.2,84.1,91.1,460,343,82,94,92,91,198,198,198,158,40
425,481,11024,Banjir,4,10,0.41,2363.0,468.7,482.2,2540,1918,487,469,451,469,519,519,519,416,260
